epoch,train_loss,train_acc,test_loss,test_acc
1,1.7442,36.16,1.5976,41.93
2,1.2921,52.97,1.1659,59.03
3,1.0491,62.46,0.9708,66.02
4,0.8946,68.41,0.9526,67.05
5,0.7794,72.75,0.7703,72.72
6,0.7134,75.18,0.7239,75.02
7,0.6696,76.86,0.8578,70.77
8,0.6200,78.56,0.7660,73.77
9,0.5911,79.58,0.8850,71.85
10,0.5620,80.53,0.8430,72.77
11,0.5403,81.26,0.7073,77.05
12,0.5259,81.88,0.5975,80.24
13,0.5113,82.29,0.6852,77.55
14,0.4912,82.96,0.7857,74.76
15,0.4785,83.43,0.7001,77.27
16,0.4710,83.73,0.5030,82.80
17,0.4614,84.12,0.5600,80.92
18,0.4528,84.34,0.5805,80.61
19,0.4416,84.62,0.5148,82.17
20,0.4364,84.84,0.5677,80.90
21,0.4218,85.38,0.6050,80.45
22,0.4174,85.45,0.5476,81.92
23,0.4105,85.70,0.5624,81.46
24,0.4056,85.88,0.5396,82.22
25,0.4003,86.14,0.5315,82.78
26,0.3886,86.59,0.5535,81.60
27,0.3982,86.17,0.6906,77.85
28,0.3820,86.81,0.5643,81.43
29,0.3800,86.84,0.6720,79.43
30,0.3779,86.77,0.5182,82.28
31,0.3778,86.68,0.4720,84.84
32,0.3709,87.03,0.5283,82.35
33,0.3674,87.37,0.5682,80.78
34,0.3603,87.28,0.6158,81.41
35,0.3612,87.37,0.5271,83.61
36,0.3534,87.74,0.6321,81.04
37,0.3588,87.50,0.5544,82.06
38,0.3519,87.69,0.5927,80.99
39,0.3513,87.84,0.5031,83.49
40,0.3400,88.05,0.5178,82.92
41,0.3502,87.80,0.5138,82.98
42,0.3429,88.13,0.5084,83.45
43,0.3390,88.15,0.5876,81.49
44,0.3380,88.09,0.4840,84.33
45,0.3278,88.60,0.5368,82.99
46,0.3350,88.18,0.5603,81.33
47,0.3322,88.49,0.6995,80.35
48,0.3269,88.77,0.6338,80.61
49,0.3331,88.24,0.5574,82.81
50,0.3255,88.66,0.4527,85.39
51,0.3248,88.77,0.5085,83.74
52,0.3239,88.67,0.4885,83.78
53,0.3207,88.84,0.5949,82.35
54,0.3185,88.83,0.4722,84.60
55,0.3130,89.09,0.5341,83.57
56,0.3226,88.76,0.6337,79.75
57,0.3194,88.88,0.4977,83.60
58,0.3091,89.18,0.4658,84.92
59,0.3113,89.10,0.6087,81.23
60,0.3104,89.16,0.5110,84.41
61,0.3025,89.45,0.4415,85.43
62,0.3110,89.00,0.4769,84.36
63,0.3090,89.31,0.5748,82.52
64,0.3044,89.38,0.5521,82.53
65,0.3062,89.30,0.4971,84.18
66,0.3101,89.20,0.5339,82.93
67,0.2997,89.65,0.6046,81.56
68,0.3057,89.43,0.4814,84.59
69,0.3066,89.26,0.4880,84.76
70,0.3003,89.48,0.5653,81.87
71,0.3024,89.41,0.4451,85.06
72,0.3023,89.39,0.5143,83.31
73,0.2978,89.70,0.4837,84.59
74,0.2988,89.54,0.5280,82.99
75,0.3005,89.51,0.5967,82.02
76,0.2978,89.67,0.6991,79.49
77,0.2918,89.85,0.4412,85.63
78,0.2995,89.42,0.4367,86.16
79,0.2948,89.66,0.5745,82.11
80,0.2920,89.78,0.4945,84.80
81,0.2092,92.76,0.3072,89.79
82,0.1775,93.88,0.3023,90.04
83,0.1665,94.23,0.3059,90.18
84,0.1581,94.51,0.3008,90.33
85,0.1581,94.58,0.3052,90.34
86,0.1501,94.72,0.3108,90.27
87,0.1448,95.09,0.3155,90.13
88,0.1420,95.15,0.3179,90.10
89,0.1373,95.28,0.3263,89.93
90,0.1355,95.37,0.3191,90.09
91,0.1341,95.33,0.3149,90.42
92,0.1317,95.34,0.3202,90.49
93,0.1294,95.53,0.3232,90.30
94,0.1272,95.57,0.3237,90.52
95,0.1286,95.54,0.3253,90.40
96,0.1237,95.71,0.3220,90.59
97,0.1231,95.74,0.3239,90.38
98,0.1212,95.78,0.3260,90.41
99,0.1202,95.72,0.3295,90.49
100,0.1201,95.74,0.3299,90.44
101,0.1152,96.02,0.3321,90.36
102,0.1158,95.94,0.3404,90.38
103,0.1131,95.98,0.3416,89.96
104,0.1144,96.03,0.3365,90.43
105,0.1109,96.19,0.3342,90.53
106,0.1100,96.14,0.3430,90.20
107,0.1073,96.25,0.3381,90.57
108,0.1114,96.06,0.3409,90.48
109,0.1065,96.18,0.3462,90.36
110,0.1065,96.25,0.3591,89.88
111,0.1053,96.32,0.3417,90.21
112,0.1045,96.30,0.3646,89.96
113,0.1004,96.44,0.3632,90.02
114,0.1025,96.47,0.3544,90.14
115,0.0997,96.52,0.3521,90.32
116,0.1013,96.47,0.3646,90.20
117,0.1002,96.47,0.3576,90.45
118,0.0968,96.53,0.3672,90.30
119,0.0999,96.45,0.3587,90.24
120,0.0997,96.47,0.3747,90.40
121,0.0888,96.90,0.3556,90.51
122,0.0845,97.06,0.3516,90.64
123,0.0839,97.09,0.3514,90.60
124,0.0829,97.15,0.3488,90.65
125,0.0800,97.35,0.3514,90.69
126,0.0816,97.17,0.3510,90.64
127,0.0814,97.19,0.3514,90.64
128,0.0813,97.24,0.3495,90.64
129,0.0775,97.34,0.3537,90.54
130,0.0785,97.31,0.3506,90.62
131,0.0776,97.38,0.3502,90.66
132,0.0775,97.29,0.3518,90.62
133,0.0792,97.35,0.3520,90.41
134,0.0751,97.46,0.3522,90.68
135,0.0785,97.38,0.3528,90.53
136,0.0754,97.38,0.3524,90.61
137,0.0794,97.24,0.3492,90.67
138,0.0765,97.38,0.3531,90.65
139,0.0774,97.32,0.3512,90.58
140,0.0752,97.43,0.3516,90.62
141,0.0768,97.36,0.3526,90.63
142,0.0753,97.39,0.3553,90.67
143,0.0763,97.35,0.3515,90.60
144,0.0765,97.34,0.3525,90.72
145,0.0747,97.55,0.3540,90.61
146,0.0754,97.49,0.3508,90.72
147,0.0717,97.58,0.3508,90.73
148,0.0739,97.46,0.3558,90.68
149,0.0727,97.54,0.3526,90.69
150,0.0731,97.52,0.3569,90.60
151,0.0726,97.59,0.3526,90.72
152,0.0723,97.58,0.3528,90.61
153,0.0743,97.44,0.3563,90.57
154,0.0750,97.40,0.3497,90.71
155,0.0707,97.64,0.3520,90.73
156,0.0730,97.48,0.3538,90.55
157,0.0698,97.64,0.3531,90.66
158,0.0708,97.62,0.3586,90.56
159,0.0712,97.59,0.3546,90.62
160,0.0728,97.53,0.3572,90.57
